web-scraper-order,Street,full_address,PLZ,Ortschaftsname,Kantonskürzel,housenumber,strplz,address_geocoding,latitude,longitude
1672673722-32913,Im Lee 36,"Im Lee 36, 4144 Arlesheim",4144,Arlesheim,BL,36.0,4616,Im Lee 36 Arlesheim,47.32503128051758,7.844931125640869
1672673722-32914,Bärenbrunnenweg 1-33,"Bärenbrunnenweg 1-33, 4144 Arlesheim",4144,Arlesheim,BL,1.0,3122,Bärenbrunnenweg 1-33 Arlesheim,46.913536071777344,7.472393989562988
1672673722-32915,Hauptstrasse 45,"Hauptstrasse 45, 4144 Arlesheim",4144,Arlesheim,BL,45.0,3122,Hauptstrasse 45 Arlesheim,46.913936614990234,7.468618392944336
1672673722-32917,Bärenbrunnenweg 1-33,"Bärenbrunnenweg 1-33, 4144 Arlesheim",4144,Arlesheim,BL,1.0,3122,Bärenbrunnenweg 1-33 Arlesheim,46.913963317871094,7.473110675811768
1672672587-27582,Rüttiweg 52,"Rüttiweg 52, 4144 Arlesheim",4144,Arlesheim,BL,52.0,3122,Rüttiweg 52 Arlesheim,46.913963317871094,7.473110675811768
1672672412-26467,Hangstrasse 1,"Hangstrasse 1, 4144 Arlesheim",4144,Arlesheim,BL,1.0,3122,Hangstrasse 1 Arlesheim,46.91792678833008,7.473904132843018
1672672999-28121,Wihaldenstrasse 9,"Wihaldenstrasse 9, 8340 Hinwil",8340,Hinwil,ZH,9.0,8916,Wihaldenstrasse 9 Hinwil,47.29525375366211,8.39210033416748
1672672999-28122,Alte Zihlstrasse 4b,"Alte Zihlstrasse 4b, 8340 Hinwil",8340,Hinwil,ZH,4.0,9243,Alte Zihlstrasse 4b Hinwil,47.42253112792969,9.088571548461914
1672672999-28123,Walderstrasse 43C,"Walderstrasse 43C, 8340 Hinwil",8340,Hinwil,ZH,43.0,4303,Walderstrasse 43C Hinwil,47.53623580932617,7.725790023803711
1672673001-28159,Edikerstrasse 3B,"Edikerstrasse 3B, 8340 Hinwil",8340,Hinwil,ZH,3.0,3303,Edikerstrasse 3B Hinwil,47.04654312133789,7.5038957595825195
1672672594-27631,Lenzdörfli 6,"Lenzdörfli 6, 8340 Hinwil",8340,Hinwil,ZH,6.0,3303,Lenzdörfli 6 Hinwil,47.05684280395508,7.511261940002441
1672672598-27651,Lenzdörfli 6,"Lenzdörfli 6, 8340 Hinwil",8340,Hinwil,ZH,6.0,6034,Lenzdörfli 6 Hinwil,47.124000549316406,8.34882640838623
1672671914-23160,Walderstrasse 37h,"Walderstrasse 37h, 8340 Hinwil",8340,Hinwil,ZH,37.0,6034,Walderstrasse 37h Hinwil,47.124000549316406,8.34882640838623
1672671914-23161,Dürntnerstrasse 57,"Dürntnerstrasse 57, 8340 Hinwil",8340,Hinwil,ZH,57.0,6934,Dürntnerstrasse 57 Hinwil,46.00495529174805,8.914178848266602
1672671914-23163,Holzweidweg 7,"Holzweidweg 7, 8340 Hinwil",8340,Hinwil,ZH,7.0,6934,Holzweidweg 7 Hinwil,46.01791763305664,8.909109115600586
1672671914-23166,Atenbüelweg 15,"Atenbüelweg 15, 8340 Hinwil",8340,Hinwil,ZH,15.0,6992,Atenbüelweg 15 Hinwil,46.00986862182617,8.896454811096191
1672673944-34423,Hauptstrasse 22,"Hauptstrasse 22, 8246 Langwiesen",8246,Langwiesen,ZH,22.0,8544,Hauptstrasse 22 Langwiesen,47.53672409057617,8.794750213623047
1672673954-34483,Kirchweg 93,"Kirchweg 93, 8245 Feuerthalen",8245,Feuerthalen,ZH,93.0,4452,Kirchweg 93 Feuerthalen,47.46687316894531,7.788067817687988
1672673178-29350,Forbüelstrasse 14,"Forbüelstrasse 14, 8245 Feuerthalen",8245,Feuerthalen,ZH,14.0,4452,Forbüelstrasse 14 Feuerthalen,47.46574401855469,7.792016983032227
1672673178-29351,Kirchweg 91,"Kirchweg 91, 8245 Feuerthalen",8245,Feuerthalen,ZH,91.0,4452,Kirchweg 91 Feuerthalen,47.46613311767578,7.791517734527588
1672673965-34572,Höhenweg 23,"Höhenweg 23, 4102 Binningen",4102,Binningen,BL,23.0,3063,Höhenweg 23 Binningen,46.98292922973633,7.476433277130127
1672673965-34574,Schafmattweg 104,"Schafmattweg 104, 4102 Binningen",4102,Binningen,BL,104.0,3063,Schafmattweg 104 Binningen,46.973541259765625,7.476849555969238
1672673965-34575,Schafmattweg 104,"Schafmattweg 104, 4102 Binningen",4102,Binningen,BL,104.0,3063,Schafmattweg 104 Binningen,46.97153854370117,7.475913047790527
1672673605-32080,Waldeckweg 26,"Waldeckweg 26, 4102 Binningen",4102,Binningen,BL,26.0,3375,Waldeckweg 26 Binningen,47.19747543334961,7.672005653381348
1672673605-32081,Bleicherweg 21,"Bleicherweg 21, 4102 Binningen",4102,Binningen,BL,21.0,3375,Bleicherweg 21 Binningen,47.19952392578125,7.677186965942383
1672673605-32083,Schafmattweg 104,"Schafmattweg 104, 4102 Binningen",4102,Binningen,BL,104.0,3619,Schafmattweg 104 Binningen,46.78510665893555,7.829120635986328
1672673605-32089,Langegasse 55,"Langegasse 55, 4102 Binningen",4102,Binningen,BL,55.0,6331,Langegasse 55 Binningen,47.177181243896484,8.421764373779297
1672673605-32091,Schafmattweg 104,"Schafmattweg 104, 4102 Binningen",4102,Binningen,BL,104.0,8194,Schafmattweg 104 Binningen,47.59809494018555,8.493069648742676
1672673605-32092,Bottmingerstrasse 49,"Bottmingerstrasse 49, 4102 Binningen",4102,Binningen,BL,49.0,1977,Bottmingerstrasse 49 Binningen,46.28767395019531,7.441315174102783
1672673605-32094,Bottmingerstrasse 49,"Bottmingerstrasse 49, 4102 Binningen",4102,Binningen,BL,49.0,7206,Bottmingerstrasse 49 Binningen,46.94807815551758,9.576062202453613
1672673605-32095,Bündtenmattstrasse 47,"Bündtenmattstrasse 47, 4102 Binningen",4102,Binningen,BL,47.0,7302,Bündtenmattstrasse 47 Binningen,46.9639892578125,9.5585355758667
1672673605-32096,Langegasse 55,"Langegasse 55, 4102 Binningen",4102,Binningen,BL,55.0,7302,Langegasse 55 Binningen,46.9639892578125,9.5585355758667
1672673605-32097,Schafmattweg 104,"Schafmattweg 104, 4102 Binningen",4102,Binningen,BL,104.0,1987,Schafmattweg 104 Binningen,46.18557357788086,7.393742084503174
1672673605-32098,Waldeckweg 31,"Waldeckweg 31, 4102 Binningen",4102,Binningen,BL,31.0,1982,Waldeckweg 31 Binningen,46.17229080200195,7.420030117034912
1672673605-32099,Margarethenstrasse 35,"Margarethenstrasse 35, 4102 Binningen",4102,Binningen,BL,35.0,1982,Margarethenstrasse 35 Binningen,46.17229080200195,7.420030117034912
1672673607-32115,Bollwerkstrasse 60,"Bollwerkstrasse 60, 4102 Binningen",4102,Binningen,BL,60.0,1982,Bollwerkstrasse 60 Binningen,46.17229080200195,7.420030117034912
1672673607-32117,Bleicherweg 21,"Bleicherweg 21, 4102 Binningen",4102,Binningen,BL,21.0,4434,Bleicherweg 21 Binningen,47.41999816894531,7.764988899230957
1672673607-32118,Bottmingerstrasse 49,"Bottmingerstrasse 49, 4102 Binningen",4102,Binningen,BL,49.0,4434,Bottmingerstrasse 49 Binningen,47.42208480834961,7.772426605224609
1672673607-32119,Bachmattenstrasse 34,"Bachmattenstrasse 34, 4102 Binningen",4102,Binningen,BL,34.0,8181,Bachmattenstrasse 34 Binningen,47.50448226928711,8.498950958251953
1672673890-34062,Bottmingerstrasse 49,"Bottmingerstrasse 49, 4102 Binningen",4102,Binningen,BL,49.0,5502,Bottmingerstrasse 49 Binningen,47.387672424316406,8.121813774108887
1672672340-25967,Rottmannsbodenstrasse 59,"Rottmannsbodenstrasse 59, 4102 Binningen",4102,Binningen,BL,59.0,5502,Rottmannsbodenstrasse 59 Binningen,47.38377380371094,8.123144149780273
1672673954-34481,Hauptststrasse 33 a+b,"Hauptststrasse 33 a+b, 8272 Ermatingen",8272,Ermatingen,TG,33.0,6280,Hauptststrasse 33 a+b Ermatingen,47.16948699951172,8.278701782226562
1672673198-29465,Seeblickstrasse 8,"Seeblickstrasse 8, 8272 Ermatingen",8272,Ermatingen,TG,8.0,8182,Seeblickstrasse 8 Ermatingen,47.520965576171875,8.518613815307617
1672673500-31380,6140914,"6140914, 6952 Canobbio",6952,Canobbio,TI,6140914.0,8704,6140914 Canobbio,47.295013427734375,8.607246398925781
1672673503-31412,via Giuseppe Buffi 2,"via Giuseppe Buffi 2, 6952 Canobbio",6952,Canobbio,TI,2.0,5613,via Giuseppe Buffi 2 Canobbio,47.33168411254883,8.247668266296387
1672673503-31415,Via Circonvallazione 4,"Via Circonvallazione 4, 6952 Canobbio",6952,Canobbio,TI,4.0,5604,Via Circonvallazione 4 Canobbio,47.3849983215332,8.218744277954102
1672672248-25344,Vicolo Vecchio 2,"Vicolo Vecchio 2, 6952 Canobbio",6952,Canobbio,TI,2.0,1997,Vicolo Vecchio 2 Canobbio,46.184181213378906,7.291529655456543
1672673929-34323,Storchenweg 1,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL",4104,Oberwil BL,BL,1.0,1996,Storchenweg 1 Oberwil BL,46.18796157836914,7.307945728302002
1672673929-34324,Storchenweg 1,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL",4104,Oberwil BL,BL,1.0,1996,Storchenweg 1 Oberwil BL,46.19021987915039,7.312320709228516
1672673929-34325,Storchenweg 1,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL",4104,Oberwil BL,BL,1.0,9435,Storchenweg 1 Oberwil BL,47.41459655761719,9.630585670471191
1672673929-34320,Storchenweg 1,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL",4104,Oberwil BL,BL,1.0,9434,Storchenweg 1 Oberwil BL,47.431785583496094,9.633647918701172
1672673929-34321,Storchenweg 1,"Storchenweg 1, 3, 5, 9, 11, 13, 15 / Bertschenacker 11, 13, 15, 4104 Oberwil BL",4104,Oberwil BL,BL,1.0,9434,Storchenweg 1 Oberwil BL,47.431514739990234,9.633309364318848
1672673929-34322,Bündtenweg 11,"Bündtenweg 11, 4104 Oberwil BL",4104,Oberwil BL,BL,11.0,9434,Bündtenweg 11 Oberwil BL,47.431514739990234,9.633309364318848
1672673821-33604,Binningerstrasse 45,"Binningerstrasse 45, 4104 Oberwil",4104,Oberwil BL,BL,45.0,9434,Binningerstrasse 45 Oberwil BL,47.437374114990234,9.632462501525879
1672671580-21007,In den Bündten 15,"In den Bündten 15, 4104 Oberwil",4104,Oberwil BL,BL,15.0,9434,In den Bündten 15 Oberwil BL,47.431785583496094,9.633647918701172
1672671580-21008,Nelkenweg 1,"Nelkenweg 1, 4104 Oberwil",4104,Oberwil BL,BL,1.0,9434,Nelkenweg 1 Oberwil BL,47.43962478637695,9.639165878295898
1672671580-21011,Bielstrasse 80,"Bielstrasse 80, 4104 Oberwil BL",4104,Oberwil BL,BL,80.0,3627,Bielstrasse 80 Oberwil BL,46.78245162963867,7.607433795928955
1672673911-34218,Richtiarkade 9,"Richtiarkade 9, 8304 Wallisellen",8304,Wallisellen,ZH,9.0,8925,Richtiarkade 9 Wallisellen,47.22815704345703,8.5484619140625
1672673911-34217,Föhrlibuckstr. 7,"Föhrlibuckstr. 7, 8304 Wallisellen",8304,Wallisellen,ZH,7.0,8925,Föhrlibuckstr. 7 Wallisellen,47.228416442871094,8.54793930053711
1672671561-20893,Via Vignole 33,"Via Vignole 33, 6644 Orselina",6644,Orselina,TI,33.0,6330,Via Vignole 33 Orselina,47.19176483154297,8.454569816589355
1672672371-26168,Hasenbergstrasse 13A,"Hasenbergstrasse 13A, 5454 Bellikon",5454,Bellikon,AG,13.0,6330,Hasenbergstrasse 13A Bellikon,47.19200897216797,8.454362869262695
1672673547-31688,Friedheimstrasse 3,"Friedheimstrasse 3, 8608 Bubikon",8608,Bubikon,ZH,3.0,7000,Friedheimstrasse 3 Bubikon,46.8488883972168,9.519796371459961
1672673547-31689,Friedheimstrasse 3,"Friedheimstrasse 3, 8608 Bubikon",8608,Bubikon,ZH,3.0,7000,Friedheimstrasse 3 Bubikon,46.849117279052734,9.51978874206543
1672673547-31690,Friedheimstrasse 3,"Friedheimstrasse 3, 8608 Bubikon",8608,Bubikon,ZH,3.0,7000,Friedheimstrasse 3 Bubikon,46.84938049316406,9.519759178161621
1672673547-31691,Friedheimstrasse 3,"Friedheimstrasse 3, 8608 Bubikon",8608,Bubikon,ZH,3.0,7000,Friedheimstrasse 3 Bubikon,46.849117279052734,9.51978874206543
1672672280-25564,Rutschbergstrasse 10,"Rutschbergstrasse 10, 8608 Bubikon",8608,Bubikon,ZH,10.0,7026,Rutschbergstrasse 10 Bubikon,46.83881378173828,9.563420295715332
1672672971-27922,Dorfstrasse 14,"Dorfstrasse 14, 5082 Kaisten",5082,Kaisten,AG,14.0,6166,Dorfstrasse 14 Kaisten,46.980628967285156,8.055242538452148
1672671885-22961,Dorfstrasse 4,"Dorfstrasse 4, 5082 Kaisten",5082,Kaisten,AG,4.0,3415,Dorfstrasse 4 Kaisten,47.01480484008789,7.644988536834717
1672671885-22962,Adlergasse 14,"Adlergasse 14, 5082 Kaisten",5082,Kaisten,AG,14.0,9213,Adlergasse 14 Kaisten,47.480735778808594,9.249650001525879
1672671885-22963,Eichmattweg 20,"Eichmattweg 20, 5082 Kaisten",5082,Kaisten,AG,20.0,9213,Eichmattweg 20 Kaisten,47.480552673339844,9.249831199645996
1672673926-34318,Lörracherstrasse 162,"Lörracherstrasse 162, 4125 Riehen",4125,Riehen,BS,162.0,3645,Lörracherstrasse 162 Riehen,46.729217529296875,7.628706932067871
1672673926-34316,Lörracherstrasse 162,"Lörracherstrasse 162, 4125 Riehen",4125,Riehen,BS,162.0,3645,Lörracherstrasse 162 Riehen,46.729217529296875,7.628706932067871
1672672554-27389,Kirchstrasse 11,"Kirchstrasse 11, 4125 Riehen",4125,Riehen,BS,11.0,1251,Kirchstrasse 11 Riehen,46.25019073486328,6.255300521850586
1672672484-26936,Moosweg 50,"Moosweg 50, 4125 Riehen",4125,Riehen,BS,50.0,1251,Moosweg 50 Riehen,46.25019073486328,6.255300521850586
1672673077-28687,9110418,"9110418, 1196 Gland",1196,Gland,VD,9110418.0,7215,9110418 Gland,46.985389709472656,9.663908004760742
1672671985-23631,Route du Pont 2,"Route du Pont 2, 1196 Gland",1196,Gland,VD,2.0,5722,Route du Pont 2 Gland,47.359676361083984,8.104187965393066
1672673038-28405,Route des Rahas 20,"Route des Rahas 20, 3961 Grimentz",3961,Vissoie,VS,20.0,3818,Route des Rahas 20 Vissoie,46.625633239746094,8.021366119384766
1672673040-28421,Rue de la Télécabine 8,"Rue de la Télécabine 8, 3961 Grimentz",3961,Vissoie,VS,8.0,6537,Rue de la Télécabine 8 Vissoie,46.24610137939453,9.143827438354492
1672673040-28423,Route des Fioz 35,"Route des Fioz 35, 3961 Grimentz",3961,Vissoie,VS,35.0,1971,Route des Fioz 35 Vissoie,46.247493743896484,7.37638521194458
1672673040-28424,Route de Grand-Combe 105,"Route de Grand-Combe 105, 3961 Grimentz",3961,Vissoie,VS,105.0,1971,Route de Grand-Combe 105 Vissoie,46.247493743896484,7.37638521194458
1672673040-28428,Route de Grande Combe 105,"Route de Grande Combe 105, 3961 Grimentz",3961,Vissoie,VS,105.0,1971,Route de Grande Combe 105 Vissoie,46.247493743896484,7.37638521194458
1672673040-28432,Route de Grand-Combe 105,"Route de Grand-Combe 105, 3961 Grimentz",3961,Vissoie,VS,105.0,6404,Route de Grand-Combe 105 Vissoie,47.0576171875,8.429091453552246
1672673040-28433,Route de Grand-Combe 105,"Route de Grand-Combe 105, 3961 Grimentz",3961,Vissoie,VS,105.0,6404,Route de Grand-Combe 105 Vissoie,47.05757141113281,8.429850578308105
1672673040-28434,Route des Rahas 25,"Route des Rahas 25, 3961 Grimentz",3961,Vissoie,VS,25.0,6404,Route des Rahas 25 Vissoie,47.05757141113281,8.429850578308105
1672673791-33380,Route des Cinq 4000,"Route des Cinq 4000, 16, 3961 Zinal",3961,Vissoie,VS,4000.0,4203,Route des Cinq 4000 Vissoie,47.4423828125,7.58173131942749
1672673858-33878,Route des Rahas 20,"Route des Rahas 20, 3961 Grimentz",3961,Vissoie,VS,20.0,4203,Route des Rahas 20 Vissoie,47.4423828125,7.58173131942749
1672671680-21652,Route du Moulin 53,"Route du Moulin 53, 3961 Mission",3961,Vissoie,VS,53.0,4203,Route du Moulin 53 Vissoie,47.44419479370117,7.584651470184326
1672671954-23424,Route de Roua 59,"Route de Roua 59, Grimentz, 3961 Grimentz",3961,Vissoie,VS,59.0,4203,Route de Roua 59 Vissoie,47.4423828125,7.58173131942749
1672672395-26353,96,"96, route de La Reinda, 3961 Ayer",3961,Vissoie,VS,96.0,6929,96 Vissoie,46.04181671142578,8.917893409729004
1672672395-26354,Route de Zinal 93,"Route de Zinal 93, 3961 Ayer",3961,Vissoie,VS,93.0,6929,Route de Zinal 93 Vissoie,46.04181671142578,8.917893409729004
1672672474-26861,Rue du Cougnon 4,"Rue du Cougnon 4, 3961 St-Jean VS",3961,Vissoie,VS,4.0,6929,Rue du Cougnon 4 Vissoie,46.04181671142578,8.917893409729004
1672673971-34607,Zürichstrasse 77C,"Zürichstrasse 77C, 8134 Adliswil",8134,Adliswil,ZH,77.0,6929,Zürichstrasse 77C Adliswil,46.04181671142578,8.917893409729004
1672673782-33325,Albisstrasse 32,"Albisstrasse 32, 8134 Adliswil",8134,Adliswil,ZH,32.0,1098,Albisstrasse 32 Adliswil,46.491146087646484,6.747687816619873
1672673711-32821,Str. Collina 81,"Str. Collina 81, 6612 Ascona",6612,Ascona,TI,81.0,9403,Str. Collina 81 Ascona,47.46925354003906,9.46062183380127
1672673711-32822,Via Vorame 45,"Via Vorame 45, 6612 Ascona",6612,Ascona,TI,45.0,9403,Via Vorame 45 Ascona,47.46925354003906,9.46062183380127
1672673711-32825,Via Baraggie 22,"Via Baraggie 22, 6612 Ascona",6612,Ascona,TI,22.0,9403,Via Baraggie 22 Ascona,47.475257873535156,9.477500915527344
1672673714-32845,Via Baraggie 22,"Via Baraggie 22, 6612 Ascona",6612,Ascona,TI,22.0,2854,Via Baraggie 22 Ascona,47.338687896728516,7.241376876831055
1672673714-32846,Via Ferrera 12,"Via Ferrera 12, 6612 Ascona",6612,Ascona,TI,12.0,2854,Via Ferrera 12 Ascona,47.338687896728516,7.241376876831055
1672673714-32847,Via Baraggie 22,"Via Baraggie 22, 6612 Ascona",6612,Ascona,TI,22.0,8750,Via Baraggie 22 Ascona,47.05039978027344,9.059215545654297
1672673714-32848,Via Baraggie 52,"Via Baraggie 52, 6612 Ascona",6612,Ascona,TI,52.0,8750,Via Baraggie 52 Ascona,47.0401496887207,9.069161415100098
1672673714-32850,Via Muraccio 130,"Via Muraccio 130, 6612 Ascona",6612,Ascona,TI,130.0,8750,Via Muraccio 130 Ascona,47.04088592529297,9.066596984863281
1672673714-32852,Via Locarno 25,"Via Locarno 25, 6612 Ascona",6612,Ascona,TI,25.0,8750,Via Locarno 25 Ascona,47.041168212890625,9.068323135375977
1672673714-32857,Via Medere 4,"Via Medere 4, 6612 Ascona",6612,Ascona,TI,4.0,8755,Via Medere 4 Ascona,47.035953521728516,9.079597473144531
1672673716-32878,Architetto Pisoni 5,"Architetto Pisoni 5, 6612 Ascona",6612,Ascona,TI,5.0,1735,Architetto Pisoni 5 Ascona,46.76154708862305,7.210866928100586
1672673898-34129,Via Medere 6,"Via Medere 6, 6612 Ascona",6612,Ascona,TI,6.0,8500,Via Medere 6 Ascona,47.53766632080078,8.876015663146973
1672672406-26439,Via Moscia 106a,"Via Moscia 106a, 6612 Ascona",6612,Ascona,TI,106.0,8500,Via Moscia 106a Ascona,47.54045104980469,8.878569602966309
1672673384-30668,Via Preluna 4,"Via Preluna 4, 6949 Comano",6949,Comano,TI,4.0,8854,Via Preluna 4 Comano,47.17531204223633,8.894822120666504
1672673957-34512,Reichenauerstrasse 9,"Reichenauerstrasse 9, 7013 Domat/Ems",7013,Domat/Ems,GR,9.0,4402,Reichenauerstrasse 9 Domat/Ems,47.50414276123047,7.7213897705078125
1672673247-29769,Barnaus 13,"Barnaus 13, 7013 Domat/Ems",7013,Domat/Ems,GR,13.0,4402,Barnaus 13 Domat/Ems,47.50414276123047,7.7213897705078125
1672673247-29770,Barnaus 13,"Barnaus 13, 7013 Domat/Ems",7013,Domat/Ems,GR,13.0,4402,Barnaus 13 Domat/Ems,47.50414276123047,7.7213897705078125
1672673247-29771,Barnaus 13,"Barnaus 13, 7013 Domat/Ems",7013,Domat/Ems,GR,13.0,4402,Barnaus 13 Domat/Ems,47.50019073486328,7.71419095993042
1672673247-29773,Sur Rieven 17,"Sur Rieven 17, 7013 Domat/Ems",7013,Domat/Ems,GR,17.0,1297,Sur Rieven 17 Domat/Ems,46.33080291748047,6.1932573318481445
1672673247-29774,Barnaus 13,"Barnaus 13, 7013 Domat/Ems",7013,Domat/Ems,GR,13.0,3312,Barnaus 13 Domat/Ems,47.08702087402344,7.525562763214111
1672673247-29775,Barnaus 13,"Barnaus 13, 7013 Domat/Ems",7013,Domat/Ems,GR,13.0,3317,Barnaus 13 Domat/Ems,47.1092643737793,7.4925713539123535
1672673137-29091,Via Montalbano 15,"Via Montalbano 15, 6925 Gentilino",6925,Gentilino,TI,15.0,9230,Via Montalbano 15 Gentilino,47.41080856323242,9.191773414611816
1672672003-23751,Via 1,"Via 1, 6925 Gentilino",6925,Gentilino,TI,1.0,6145,Via 1 Gentilino,47.1512451171875,7.9111127853393555
1672671667-21571,Via Nagra 26,"Via Nagra 26, 6926 Montagnola",6926,Montagnola,TI,26.0,8264,Via Nagra 26 Montagnola,47.64451599121094,8.874865531921387
1672671667-21574,Via Hermann Hesse 4,"Via Hermann Hesse 4, 6926 Montagnola",6926,Montagnola,TI,4.0,8264,Via Hermann Hesse 4 Montagnola,47.64451599121094,8.874865531921387
1672671667-21579,Via Nagra 30,"Via Nagra 30, 6926 Montagnola",6926,Montagnola,TI,30.0,8133,Via Nagra 30 Montagnola,47.285865783691406,8.71359920501709
1672672243-25302,Via Privata 5,"Via Privata 5, 6919 Carabietta",6919,Carabietta,TI,5.0,1667,Via Privata 5 Carabietta,46.558319091796875,7.0832109451293945
1672673904-34166,Eichrainstrasse 21,"Eichrainstrasse 21, 8052 Zürich",8052,Zürich,ZH,21.0,8424,Eichrainstrasse 21 Zürich,47.50178146362305,8.593876838684082
1672673791-33386,Schärenmoosstrasse 76,"Schärenmoosstrasse 76, 8052 Zürich",8052,Zürich,ZH,76.0,8424,Schärenmoosstrasse 76 Zürich,47.501529693603516,8.594003677368164
1672673971-34603,Drusbergstrasse 76,"Drusbergstrasse 76, 8053 Zürich",8053,Zürich,ZH,76.0,8424,Drusbergstrasse 76 Zürich,47.501529693603516,8.594003677368164
1672673904-34167,Witikonerstrasse 180,"Witikonerstrasse 180, 8053 Zürich",8053,Zürich,ZH,180.0,8424,Witikonerstrasse 180 Zürich,47.50820541381836,8.595017433166504
1672673904-34165,Ferdinand-Hodler-Strasse 44,"Ferdinand-Hodler-Strasse 44, 8049 Zürich",8049,Zürich,ZH,44.0,8424,Ferdinand-Hodler-Strasse 44 Zürich,47.52151870727539,8.585798263549805
1672673791-33385,Segantinisteig 3,"Segantinisteig 3, 8049 Zürich",8049,Zürich,ZH,3.0,8424,Segantinisteig 3 Zürich,47.520957946777344,8.582968711853027
1672673791-33384,Spirgartenstrasse 6,"Spirgartenstrasse 6, 8048 Zürich",8048,Zürich,ZH,6.0,8424,Spirgartenstrasse 6 Zürich,47.50370407104492,8.595171928405762
1672673759-33170,Lufenwies Süd 4,"Lufenwies Süd 4, 8852 Altendorf",8852,Altendorf,SZ,4.0,6020,Lufenwies Süd 4 Altendorf,47.085113525390625,8.273019790649414
1672673759-33171,Katrinenhofpark 3,"Katrinenhofpark 3, 8852 Altendorf",8852,Altendorf,SZ,3.0,6020,Katrinenhofpark 3 Altendorf,47.08088302612305,8.281702041625977
1672673759-33175,Mühlebachhof 2,"Mühlebachhof 2, 8852 Altendorf",8852,Altendorf,SZ,2.0,6032,Mühlebachhof 2 Altendorf,47.07700729370117,8.287049293518066
1672673914-34221,Tramstrasse 71,"Tramstrasse 71, 5034 Suhr",5034,Suhr,AG,71.0,6032,Tramstrasse 71 Suhr,47.07700729370117,8.287049293518066
1672673917-34258,Tramstrasse 71,"Tramstrasse 71, 5034 Suhr",5034,Suhr,AG,71.0,6032,Tramstrasse 71 Suhr,47.082977294921875,8.308063507080078
1672673917-34259,Tramstrasse 71,"Tramstrasse 71, 5034 Suhr",5034,Suhr,AG,71.0,8352,Tramstrasse 71 Suhr,47.50185775756836,8.812200546264648
1672673914-34220,Tramstrasse 71,"Tramstrasse 71, 5034 Suhr",5034,Suhr,AG,71.0,8352,Tramstrasse 71 Suhr,47.50185775756836,8.812200546264648
1672673948-34451,Rosengartenstrasse 4b,"Rosengartenstrasse 4b, 6440 Ingenbohl",6440,Brunnen,SZ,4.0,8352,Rosengartenstrasse 4b Brunnen,47.502784729003906,8.788649559020996
1672673550-31716,Gersauerstrasse 78,"Gersauerstrasse 78, 6440 Brunnen",6440,Brunnen,SZ,78.0,5074,Gersauerstrasse 78 Brunnen,47.538536071777344,7.982117176055908
1672673976-34648,Bergstrasse 13,"Bergstrasse 13, 8117 Fällanden",8117,Fällanden,ZH,13.0,8193,Bergstrasse 13 Fällanden,47.58024597167969,8.514485359191895
1672673979-34668,Bergstrasse 13,"Bergstrasse 13, 8117 Fällanden",8117,Fällanden,ZH,13.0,8193,Bergstrasse 13 Fällanden,47.574859619140625,8.530800819396973
1672673954-34491,Unterdorfwäg 3,"Unterdorfwäg 3, 8117 Fällanden",8117,Fällanden,ZH,3.0,8193,Unterdorfwäg 3 Fällanden,47.574859619140625,8.530800819396973
1672673153-29196,Maurstrasse 40A,"Maurstrasse 40A, 8117 Fällanden",8117,Fällanden,ZH,40.0,8193,Maurstrasse 40A Fällanden,47.57763671875,8.523309707641602
1672673153-29197,Maurstrasse 40a,"Maurstrasse 40a, 8117 Fällanden",8117,Fällanden,ZH,40.0,8193,Maurstrasse 40a Fällanden,47.57763671875,8.523309707641602
1672672017-23822,Schüepwisstrasse 18,"Schüepwisstrasse 18, 8117 Fällanden",8117,Fällanden,ZH,18.0,8193,Schüepwisstrasse 18 Fällanden,47.57763671875,8.523309707641602
1672673631-32269,Bodenacherstrasse 85,"Bodenacherstrasse 85, 8121 Benglen",8121,Benglen,ZH,85.0,8193,Bodenacherstrasse 85 Benglen,47.57763671875,8.523309707641602
1672673631-32270,Bodenacherstrasse 92,"Bodenacherstrasse 92, 8121 Benglen",8121,Benglen,ZH,92.0,8193,Bodenacherstrasse 92 Benglen,47.57071304321289,8.525674819946289
1672672562-27422,Via al Doyro 3,"Via al Doyro 3, 6815 Melide",6815,Melide,TI,3.0,8123,Via al Doyro 3 Melide,47.34809494018555,8.643332481384277
1672673622-32201,chemin du Champ-Devant 7,"chemin du Champ-Devant 7, 1233 Bernex",1233,Bernex,GE,7.0,8124,chemin du Champ-Devant 7 Bernex,47.31943130493164,8.672016143798828
1672673622-32202,Chemin de Champ-Devant 7,"Chemin de Champ-Devant 7, 1233 Bernex",1233,Bernex,GE,7.0,9642,Chemin de Champ-Devant 7 Bernex,47.267913818359375,9.119704246520996
1672673622-32204,chemin du Champ-Devant 7,"chemin du Champ-Devant 7, 1233 Bernex",1233,Bernex,GE,7.0,9642,chemin du Champ-Devant 7 Bernex,47.25958251953125,9.137213706970215
